CustomerID,NumOrders,TotalQuantity,TotalSpent,FirstPurchaseDate,LastPurchaseDate,RecencyDays
13311,2,305,598.57,2011-07-12 14:26:00,2011-12-05 12:55:00,3
13313,5,851,1555.32,2011-01-04 10:00:00,2011-11-17 16:48:00,21
13314,3,560,775.94,2011-09-27 10:20:00,2011-12-08 12:29:00,1
13316,4,6948,5977.7300000000005,2011-03-30 13:01:00,2011-11-02 13:40:00,36
13317,6,1035,2273.68,2010-12-16 09:22:00,2011-10-04 13:35:00,65
13318,3,304,640.76,2011-11-02 13:26:00,2011-12-08 18:51:00,0
13319,26,4724,10845.550000000001,2010-12-09 10:04:00,2011-12-04 13:34:00,4
13320,4,1096,1548.7,2011-05-10 10:29:00,2011-09-22 18:07:00,77
13321,2,372,567.36,2011-09-14 15:18:00,2011-09-28 15:24:00,71
13322,1,117,199.48000000000002,2011-11-22 14:21:00,2011-11-22 14:21:00,16
13323,5,175,787.85,2011-09-16 13:23:00,2011-12-06 17:12:00,2
13324,10,5205,7121.95,2010-12-14 09:50:00,2011-11-03 16:28:00,35
13325,1,240,675.3,2011-09-19 10:36:00,2011-09-19 10:36:00,81
13327,8,1600,3627.77,2010-12-09 15:32:00,2011-11-01 10:21:00,38
13328,1,680,1308.48,2011-01-27 15:22:00,2011-01-27 15:22:00,315
13329,2,463,789.0,2010-12-08 10:11:00,2011-11-08 10:29:00,31
13330,3,751,1140.93,2011-01-28 10:08:00,2011-09-08 12:27:00,92
13332,1,179,350.9,2011-11-25 13:30:00,2011-11-25 13:30:00,13
13334,3,1774,3536.82,2011-02-07 11:42:00,2011-09-18 15:21:00,81
13336,1,559,795.12,2011-09-23 14:05:00,2011-09-23 14:05:00,76
13338,1,256,487.02,2011-07-05 09:06:00,2011-07-05 09:06:00,157
13339,1,326,860.12,2011-05-23 08:31:00,2011-05-23 08:31:00,200
13340,7,5770,10736.48,2011-03-08 11:39:00,2011-10-25 13:15:00,44
13341,1,301,775.85,2011-03-24 09:50:00,2011-03-24 09:50:00,260
13343,1,135,353.43,2011-06-15 12:24:00,2011-06-15 12:24:00,177
13344,3,971,2543.72,2011-03-07 10:28:00,2011-10-03 09:45:00,67
13345,1,141,389.5,2011-02-25 09:01:00,2011-02-25 09:01:00,287
13347,1,205,341.36,2011-09-30 13:28:00,2011-09-30 13:28:00,69
13348,1,136,233.76,2011-10-06 17:28:00,2011-10-06 17:28:00,63
13349,1,225,247.32,2011-11-29 08:07:00,2011-11-29 08:07:00,10
13350,2,287,979.12,2011-09-21 13:33:00,2011-11-23 16:33:00,15
13351,1,117,373.94,2011-10-04 12:55:00,2011-10-04 12:55:00,65
13352,1,321,397.97999999999996,2011-10-10 13:55:00,2011-10-10 13:55:00,59
13354,1,604,743.53,2011-09-29 13:17:00,2011-09-29 13:17:00,70
13355,1,314,674.7,2011-08-09 14:48:00,2011-08-09 14:48:00,121
13356,1,325,768.24,2011-09-20 14:33:00,2011-09-20 14:33:00,79
13357,1,322,609.95,2011-03-27 13:56:00,2011-03-27 13:56:00,256
13358,1,285,439.03,2011-03-16 11:52:00,2011-03-16 11:52:00,268
13359,1,161,439.56,2011-10-07 09:30:00,2011-10-07 09:30:00,63
13362,4,1382,3090.7400000000002,2011-02-25 11:33:00,2011-11-30 14:41:00,8
13363,2,710,992.5,2011-10-27 10:46:00,2011-11-22 12:40:00,17
13364,1,71,134.95999999999998,2011-09-29 18:13:00,2011-09-29 18:13:00,70
13365,2,1247,2225.37,2011-05-06 12:00:00,2011-11-06 12:36:00,33
13366,1,144,56.160000000000004,2011-10-20 13:37:00,2011-10-20 13:37:00,49
13368,2,327,623.4,2011-01-06 12:32:00,2011-03-28 09:59:00,256
13369,1,149,308.28000000000003,2010-12-09 11:30:00,2010-12-09 11:30:00,365
13370,1,343,754.87,2010-12-03 10:26:00,2010-12-03 10:26:00,371
13372,1,159,378.64,2011-09-11 12:46:00,2011-09-11 12:46:00,89
13373,3,1651,3312.25,2011-03-08 14:35:00,2011-10-10 10:51:00,60
13375,1,442,778.65,2011-09-12 10:19:00,2011-09-12 10:19:00,88
13376,3,493,1019.76,2011-04-19 13:03:00,2011-09-01 16:16:00,98
13379,3,601,572.56,2011-07-26 12:26:00,2011-11-13 13:45:00,25
13381,6,2029,3639.31,2011-02-14 10:10:00,2011-11-08 11:58:00,31
13382,1,131,222.99,2011-03-04 10:03:00,2011-03-04 10:03:00,280
13384,7,2422,4151.93,2011-06-14 12:47:00,2011-11-09 11:04:00,30
13385,1,281,534.57,2011-01-14 09:52:00,2011-01-14 09:52:00,329
13388,2,282,677.1,2011-07-31 12:52:00,2011-07-31 12:52:00,130
13389,3,429,797.96,2011-04-21 12:12:00,2011-11-28 14:01:00,10
13390,1,224,544.08,2011-09-26 08:38:00,2011-09-26 08:38:00,74
13391,1,4,59.8,2011-05-20 10:50:00,2011-05-20 10:50:00,203
13394,8,2392,2520.02,2011-02-03 10:39:00,2011-12-08 11:36:00,1
13395,1,336,307.72,2011-06-07 15:04:00,2011-06-07 15:04:00,184
13396,2,600,1360.99,2011-01-24 13:37:00,2011-11-10 16:59:00,28
13397,5,430,1544.13,2011-01-04 13:50:00,2011-09-28 10:56:00,72
13398,1,281,457.34,2011-05-31 13:17:00,2011-05-31 13:17:00,191
13402,2,479,621.23,2010-12-02 17:12:00,2011-08-04 15:51:00,126
13403,1,44,75.0,2011-11-22 08:28:00,2011-11-22 08:28:00,17
13404,2,111,252.49,2011-05-11 11:57:00,2011-12-08 15:37:00,0
13405,3,165,572.451,2011-01-26 09:27:00,2011-09-26 17:01:00,73
13408,62,16232,28117.04,2010-12-01 10:39:00,2011-12-08 09:05:00,1
13410,5,518,1003.06,2011-02-21 14:38:00,2011-11-15 15:33:00,23
13411,1,72,213.55,2011-08-24 13:57:00,2011-08-24 13:57:00,106
13414,3,1574,1390.5,2011-02-16 12:13:00,2011-07-29 11:45:00,133
13416,2,142,712.5,2011-09-19 14:43:00,2011-10-27 08:56:00,43
13417,2,162,640.83,2011-05-18 16:26:00,2011-12-05 08:49:00,4
13418,18,3918,6127.43,2010-12-02 10:45:00,2011-11-28 10:23:00,11
13419,1,275,221.06,2011-10-07 12:49:00,2011-10-07 12:49:00,63
13420,2,101,159.85,2011-06-22 11:35:00,2011-07-13 08:48:00,149
13421,2,1181,1851.08,2011-02-22 15:46:00,2011-10-30 14:21:00,39
13422,1,1326,2626.3,2011-10-06 13:42:00,2011-10-06 13:42:00,63
13425,3,1123,1624.21,2011-02-18 08:34:00,2011-08-23 17:13:00,107
13426,10,2245,3641.32,2010-12-15 12:43:00,2011-12-09 08:59:00,0
13427,3,545,582.6,2011-05-08 15:58:00,2011-11-20 13:02:00,18
13428,1,156,218.47,2011-11-29 14:20:00,2011-11-29 14:20:00,9
13429,4,1390,1006.8,2011-09-25 15:59:00,2011-11-29 09:10:00,10
13430,2,751,679.45,2011-09-14 14:26:00,2011-11-21 08:19:00,18
13431,2,672,1269.1,2011-09-12 11:25:00,2011-10-03 13:49:00,66
13434,2,300,534.24,2011-09-04 10:35:00,2011-09-26 14:30:00,73
13435,7,2129,3809.8900000000003,2011-06-03 17:07:00,2011-12-04 14:45:00,4
13436,1,76,196.89,2011-12-08 10:33:00,2011-12-08 10:33:00,1
13437,7,1283,3408.06,2011-06-02 14:30:00,2011-11-25 14:00:00,13
13439,1,242,283.71,2011-03-29 14:20:00,2011-03-29 14:20:00,254
13441,1,204,296.64,2011-09-09 09:38:00,2011-09-09 09:38:00,91
13447,3,584,1129.14,2011-11-04 10:10:00,2011-11-16 13:38:00,22
13448,6,1660,3539.37,2010-12-01 10:52:00,2011-11-23 12:33:00,16
13449,1,222,291.88,2011-11-16 08:28:00,2011-11-16 08:28:00,23
13450,6,1982,2043.7199999999998,2011-05-05 19:48:00,2011-11-13 11:54:00,26
13451,5,2149,2976.15,2011-01-09 15:35:00,2011-11-13 15:58:00,25
13452,2,2,590.0,2011-03-14 11:38:00,2011-03-25 14:19:00,258
13453,2,134,356.97999999999996,2011-02-23 09:44:00,2011-06-27 09:34:00,165
13455,2,354,1058.34,2010-12-08 13:11:00,2011-11-15 11:21:00,24
13456,6,765,1766.72,2011-05-16 15:34:00,2011-11-22 09:18:00,17
13458,14,5508,9646.57,2010-12-15 12:05:00,2011-12-02 15:29:00,6
13460,2,286,183.44,2011-10-21 09:50:00,2011-11-10 17:17:00,28
13461,3,1170,1445.0,2011-06-29 10:23:00,2011-11-01 09:01:00,38
13462,1,62,151.5,2011-04-01 11:20:00,2011-04-01 11:20:00,252
13464,1,403,674.68,2011-10-12 15:01:00,2011-10-12 15:01:00,57
13466,1,259,307.9,2011-06-08 16:39:00,2011-06-08 16:39:00,183
13467,2,584,1083.71,2011-11-03 16:56:00,2011-11-29 10:01:00,10
13468,37,2589,5704.97,2010-12-01 15:08:00,2011-12-08 10:39:00,1
13470,2,100,165.0,2011-08-16 17:06:00,2011-09-01 14:57:00,98
13471,4,1590,2531.58,2011-10-23 13:10:00,2011-12-08 15:44:00,0
13473,2,266,422.64,2011-01-11 08:45:00,2011-10-10 11:20:00,60
13474,1,132,229.59,2011-04-17 13:53:00,2011-04-17 13:53:00,235
13475,4,1012,1431.78,2011-02-14 12:36:00,2011-06-01 13:52:00,190
13476,2,417,1238.47,2011-03-03 14:43:00,2011-06-14 12:00:00,178
13477,6,1021,1454.58,2011-02-21 12:29:00,2011-11-02 12:04:00,37
13479,2,134,300.95,2011-04-19 11:27:00,2011-05-23 10:45:00,200
13481,5,1142,1804.56,2011-03-28 09:07:00,2011-10-25 09:07:00,45
13482,1,116,184.64,2011-04-21 17:03:00,2011-04-21 17:03:00,231
13483,1,160,140.34,2011-10-05 11:53:00,2011-10-05 11:53:00,65
13484,1,44,313.8,2011-04-12 16:30:00,2011-04-12 16:30:00,240
13485,1,277,454.24,2011-04-20 13:58:00,2011-04-20 13:58:00,232
13486,3,669,1122.41,2011-07-07 17:19:00,2011-09-22 13:13:00,77
13487,3,265,575.4,2010-12-21 14:54:00,2011-10-13 12:07:00,57
13488,13,4518,8968.31,2010-12-07 13:01:00,2011-11-22 14:41:00,16
13489,4,560,449.52,2011-02-18 10:42:00,2011-08-26 13:16:00,104
13491,10,903,1215.82,2010-12-02 14:30:00,2011-10-19 08:32:00,51
13492,3,408,1269.84,2011-05-09 10:06:00,2011-07-26 14:25:00,135
13493,2,380,618.63,2011-02-25 16:42:00,2011-03-09 15:35:00,274
13494,1,162,316.26000000000005,2011-02-01 11:58:00,2011-02-01 11:58:00,311
13495,5,829,2044.8700000000001,2010-12-06 15:14:00,2011-12-02 11:21:00,7
13496,2,341,653.33,2010-12-15 10:17:00,2011-11-29 10:58:00,10
13497,2,163,348.05,2010-12-06 11:37:00,2011-03-02 09:04:00,282
13499,5,1365,1159.11,2011-03-15 08:52:00,2011-11-22 11:21:00,17
13500,3,609,1166.77,2011-08-09 12:20:00,2011-11-16 15:35:00,22
13501,1,560,1340.32,2011-02-24 18:59:00,2011-02-24 18:59:00,287
13502,3,264,292.0,2011-01-20 09:03:00,2011-11-23 10:39:00,16
13503,1,248,216.85,2011-09-29 13:23:00,2011-09-29 13:23:00,70
13504,1,178,295.93,2011-10-06 13:20:00,2011-10-06 13:20:00,63
13505,4,2486,4393.63,2011-04-21 12:07:00,2011-09-28 11:56:00,72
13506,2,324,458.52,2010-12-05 12:15:00,2011-01-27 13:53:00,315
13507,4,1597,2479.16,2011-07-17 11:50:00,2011-12-06 13:13:00,2
13508,1,24,110.97,2011-04-10 11:58:00,2011-04-10 11:58:00,243
13509,7,1106,979.72,2011-02-28 13:27:00,2011-12-01 10:10:00,8
13510,4,1386,1791.56,2011-06-09 09:32:00,2011-12-08 13:46:00,0
13512,1,143,251.21,2011-03-24 10:03:00,2011-03-24 10:03:00,260
13513,1,109,205.1,2011-08-05 11:50:00,2011-08-05 11:50:00,126
13514,1,40,152.20000000000002,2011-09-27 09:39:00,2011-09-27 09:39:00,73
13515,4,681,891.12,2011-04-06 10:33:00,2011-09-28 11:26:00,72
13516,3,985,1389.41,2011-04-15 11:06:00,2011-11-18 13:15:00,20
13517,3,1369,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,59
13518,1,392,659.4399999999999,2011-09-15 10:29:00,2011-09-15 10:29:00,85
13519,1,23,122.75,2011-09-22 18:24:00,2011-09-22 18:24:00,77
13520,6,1649,3624.35,2010-12-03 10:36:00,2011-10-12 10:20:00,58
13521,3,736,1093.65,2011-11-29 15:09:00,2011-12-08 13:50:00,0
13522,1,44,125.80000000000001,2011-11-09 15:11:00,2011-11-09 15:11:00,29
13523,5,1752,3964.88,2010-12-08 14:22:00,2011-11-06 15:11:00,32
13524,5,324,680.1800000000001,2011-05-04 12:26:00,2011-10-30 12:34:00,40
13525,2,394,628.78,2011-04-05 15:36:00,2011-11-25 12:01:00,14
13527,7,1692,2287.51,2011-01-17 11:17:00,2011-11-06 12:04:00,33
13529,2,74,307.76,2011-05-19 11:50:00,2011-09-22 09:15:00,78
13531,2,174,483.8,2010-12-08 15:03:00,2011-05-18 16:56:00,204
13532,1,129,210.31,2011-11-06 12:25:00,2011-11-06 12:25:00,33
13533,3,204,270.79,2011-03-17 12:47:00,2011-06-10 11:54:00,182
13534,25,2961,5870.08,2010-12-16 15:23:00,2011-12-07 14:52:00,1
13536,7,2136,3448.29,2011-09-25 13:30:00,2011-12-08 16:38:00,0
13538,7,175,1280.85,2011-01-28 10:40:00,2011-10-27 16:34:00,42
13539,3,320,631.34,2011-02-03 15:23:00,2011-09-15 10:18:00,85
13544,2,127,291.41,2011-04-13 12:09:00,2011-10-31 11:57:00,39
13546,3,359,626.99,2011-05-23 12:14:00,2011-11-27 14:50:00,11
13548,2,441,682.41,2011-04-10 11:35:00,2011-09-04 14:50:00,95
13549,7,458,918.2,2011-04-11 13:42:00,2011-11-14 09:20:00,25
13551,1,12,91.80000000000001,2011-01-24 14:46:00,2011-01-24 14:46:00,318
13552,12,1417,3740.07,2011-01-28 10:10:00,2011-10-04 15:19:00,65
13555,4,2660,4149.28,2011-05-22 11:06:00,2011-09-27 12:36:00,73
13557,2,546,584.06,2011-03-04 12:14:00,2011-11-11 15:24:00,27
13558,4,344,605.06,2011-10-02 13:01:00,2011-12-04 11:24:00,5
13560,1,64,174.37,2011-12-02 13:11:00,2011-12-02 13:11:00,6
13561,1,83,141.85999999999999,2011-05-08 12:39:00,2011-05-08 12:39:00,215
13562,3,757,1799.33,2011-04-08 12:42:00,2011-09-19 10:51:00,81
13563,2,209,777.53,2011-07-22 17:21:00,2011-09-16 14:45:00,83
13564,3,661,1749.02,2010-12-06 17:26:00,2011-07-18 14:33:00,143
13565,2,172,240.22,2011-01-09 14:28:00,2011-11-20 14:33:00,18
13566,2,575,874.71,2011-09-18 12:40:00,2011-10-30 11:59:00,40
13568,1,70,192.85,2011-06-19 14:42:00,2011-06-19 14:42:00,172
13569,2,164,373.75,2010-12-07 12:29:00,2011-11-22 13:07:00,16
13570,1,161,239.49,2011-04-10 13:36:00,2011-04-10 13:36:00,242
13571,12,1759,2092.32,2011-03-31 12:43:00,2011-11-27 10:47:00,12
13572,1,534,1384.25,2011-05-18 11:59:00,2011-05-18 11:59:00,205
13573,2,303,294.4,2011-03-31 14:47:00,2011-10-20 14:33:00,49
13575,5,449,732.0699999999999,2011-06-16 14:24:00,2011-11-16 13:14:00,22
13576,18,2646,6717.34,2010-12-01 17:24:00,2011-11-29 15:34:00,9
13577,4,791,1687.6000000000001,2011-04-12 10:33:00,2011-11-14 15:19:00,24
13579,2,176,467.04,2010-12-05 16:10:00,2011-11-25 08:41:00,14
13581,1,30,118.0,2011-02-03 14:41:00,2011-02-03 14:41:00,308
13583,1,725,781.03,2011-07-07 10:40:00,2011-07-07 10:40:00,155
13584,1,37,142.4,2011-02-06 12:49:00,2011-02-06 12:49:00,306
13587,1,180,712.4,2011-10-07 12:31:00,2011-10-07 12:31:00,63
13588,9,2606,2478.95,2011-03-29 15:53:00,2011-11-24 10:42:00,15
13589,2,114,379.65,2011-06-13 12:44:00,2011-11-25 12:10:00,14
13590,6,1848,1981.92,2011-02-09 13:25:00,2011-11-28 12:54:00,10
13591,3,485,1117.13,2011-03-18 12:18:00,2011-10-06 12:26:00,64
13592,4,84,247.95999999999998,2011-03-20 14:01:00,2011-11-04 09:49:00,35
13593,5,731,2037.0800000000002,2011-01-07 16:32:00,2011-08-23 13:35:00,107
13594,1,359,396.97,2011-10-18 10:19:00,2011-10-18 10:19:00,52
13596,2,406,697.04,2011-11-27 11:57:00,2011-12-04 12:01:00,5
13598,1,58,180.17000000000002,2011-10-23 14:28:00,2011-10-23 14:28:00,46
13599,21,3294,5153.67,2010-12-08 10:11:00,2011-12-08 16:10:00,0
13600,1,324,219.52,2011-01-31 15:27:00,2011-01-31 15:27:00,311
13601,2,548,693.32,2011-05-12 16:52:00,2011-10-25 17:31:00,44
13602,1,267,428.89,2011-10-06 11:47:00,2011-10-06 11:47:00,64
13603,1,164,164.34,2011-11-13 15:57:00,2011-11-13 15:57:00,25
13606,3,279,280.53999999999996,2011-02-01 11:42:00,2011-11-10 17:46:00,28
13607,1,290,678.01,2011-10-30 16:17:00,2011-10-30 16:17:00,39
13610,7,516,1131.88,2011-02-27 14:44:00,2011-11-27 15:38:00,11
13611,3,766,1171.8,2010-12-15 10:31:00,2011-09-11 14:51:00,88
13614,4,570,1610.46,2011-01-13 12:37:00,2011-11-15 14:47:00,23
13615,1,189,417.69,2011-01-25 08:21:00,2011-01-25 08:21:00,318
13617,3,300,544.18,2011-06-12 12:55:00,2011-10-30 13:50:00,39
13618,1,246,177.34,2011-06-19 11:09:00,2011-06-19 11:09:00,173
13621,1,343,213.85,2011-08-15 08:26:00,2011-08-15 08:26:00,116
13623,5,294,747.78,2011-02-15 13:08:00,2011-11-09 12:00:00,30
13626,1,209,257.23,2011-04-01 10:05:00,2011-04-01 10:05:00,252
13627,5,1269,1638.47,2010-12-17 09:52:00,2011-10-11 14:20:00,58
13629,11,4372,7792.36,2011-01-05 12:09:00,2011-11-16 13:21:00,22
13630,7,1391,2031.78,2011-02-27 12:49:00,2011-12-04 15:16:00,4
13631,11,467,3070.42,2011-03-17 17:13:00,2011-09-01 09:57:00,99
13632,5,1037,2121.27,2011-04-10 15:07:00,2011-11-15 10:51:00,24
13634,5,704,1575.16,2011-01-16 15:30:00,2011-11-06 13:40:00,32
13635,1,677,1071.03,2011-10-03 10:55:00,2011-10-03 10:55:00,67
13636,5,592,949.12,2011-02-27 14:29:00,2011-11-03 10:30:00,36
13637,3,409,810.5,2011-04-27 13:06:00,2011-10-18 13:32:00,51
13638,1,93,122.64,2011-11-24 10:38:00,2011-11-24 10:38:00,15
13639,1,800,1033.34,2011-09-26 13:36:00,2011-09-26 13:36:00,73
13642,1,173,354.8,2011-05-08 12:34:00,2011-05-08 12:34:00,215
13643,3,273,519.44,2011-06-07 11:40:00,2011-11-08 15:37:00,30
13644,4,2067,2624.26,2011-08-26 11:53:00,2011-11-23 14:07:00,15
13645,1,158,252.1,2011-08-11 16:11:00,2011-08-11 16:11:00,119
13647,4,895,1678.1200000000001,2011-04-19 09:49:00,2011-11-30 12:00:00,9
13649,2,139,346.6,2010-12-08 14:46:00,2011-03-28 11:51:00,256
13650,6,922,1836.34,2011-03-17 12:37:00,2011-11-23 12:22:00,16
13651,2,33,94.2,2011-10-31 12:11:00,2011-11-04 14:59:00,34
13652,3,578,1095.08,2010-12-06 09:21:00,2011-10-25 08:51:00,45
13654,6,2182,2707.33,2011-03-11 12:54:00,2011-10-27 16:24:00,42
13655,2,605,932.97,2011-04-12 09:53:00,2011-08-17 14:25:00,113
13656,2,490,379.65,2011-01-06 15:42:00,2011-06-28 10:31:00,164
13657,2,209,382.14,2011-05-22 12:35:00,2011-11-29 12:32:00,10
13658,5,1019,2639.17,2011-05-19 17:15:00,2011-11-30 10:13:00,9
13659,2,894,1573.2,2011-01-23 12:08:00,2011-05-18 12:37:00,205
13662,3,543,897.76,2011-03-25 13:23:00,2011-09-15 12:04:00,85
13663,1,91,189.47,2011-06-13 15:44:00,2011-06-13 15:44:00,178
13666,3,41,84.65,2011-02-25 13:05:00,2011-10-10 15:39:00,59
13667,1,154,305.02,2011-07-13 15:42:00,2011-07-13 15:42:00,148
13668,21,3742,6363.59,2010-12-12 12:35:00,2011-12-07 12:11:00,2
13669,2,237,218.55,2011-07-13 11:44:00,2011-10-20 09:32:00,50
13670,1,282,349.7,2011-09-25 15:25:00,2011-09-25 15:25:00,74
13672,2,57,186.39000000000001,2011-01-11 13:54:00,2011-02-11 13:53:00,300
13673,2,119,396.92,2011-11-07 15:40:00,2011-11-21 12:11:00,18
13675,2,330,486.82000000000005,2011-02-28 12:14:00,2011-07-11 12:57:00,150
13678,1,924,232.6,2011-07-11 10:14:00,2011-07-11 10:14:00,151
13680,4,1936,3722.42,2011-01-04 14:12:00,2011-12-08 13:47:00,0
13681,4,360,827.83,2011-07-07 15:21:00,2011-11-22 11:13:00,17
13682,1,10,59.5,2011-06-05 14:06:00,2011-06-05 14:06:00,186
13684,1,39,67.23,2011-02-27 10:13:00,2011-02-27 10:13:00,285
13685,7,5056,3119.44,2011-10-10 12:59:00,2011-12-07 11:41:00,2
13686,1,70,72.0,2011-06-10 09:10:00,2011-06-10 09:10:00,182
13689,1,512,910.0,2011-10-07 13:21:00,2011-10-07 13:21:00,62
13690,1,67,172.25,2011-10-11 15:03:00,2011-10-11 15:03:00,58
13692,3,1226,1488.32,2011-04-17 12:57:00,2011-11-15 11:17:00,24
13694,50,63312,65039.62,2010-12-01 12:12:00,2011-12-06 09:32:00,3
13695,15,1603,2504.13,2011-03-25 11:31:00,2011-11-08 14:26:00,30
13697,1,177,151.29999999999998,2011-11-01 09:14:00,2011-11-01 09:14:00,38
13699,1,66,308.58000000000004,2011-07-07 16:51:00,2011-07-07 16:51:00,154
13700,10,2304,2265.12,2011-01-16 13:18:00,2011-11-13 13:00:00,25
13703,1,10,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,317
13704,9,1531,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,4
13705,3,363,711.86,2010-12-01 10:29:00,2011-12-02 12:32:00,7
13706,1,189,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,302
13707,2,351,806.41,2011-01-28 13:27:00,2011-03-17 18:03:00,266
13708,1,306,296.88,2011-03-13 13:46:00,2011-03-13 13:46:00,270
13709,13,3516,6328.05,2011-01-28 14:57:00,2011-12-06 10:28:00,3
13710,1,176,180.48,2011-11-08 08:16:00,2011-11-08 08:16:00,31
13711,2,140,252.06,2011-05-05 10:29:00,2011-05-05 10:31:00,218
13712,1,352,228.84,2011-04-07 12:33:00,2011-04-07 12:33:00,246
13715,5,563,1079.34,2010-12-02 08:52:00,2011-03-03 19:21:00,280
13716,1,138,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,268
13717,6,1959,1445.01,2011-02-14 13:21:00,2011-11-07 14:13:00,31
13718,2,173,306.55,2011-02-17 11:58:00,2011-04-07 13:24:00,245
13719,5,609,1041.68,2011-04-19 13:56:00,2011-11-24 15:26:00,14
13720,4,501,799.9,2011-03-30 09:17:00,2011-08-15 12:46:00,116
13721,1,316,524.14,2011-11-03 14:05:00,2011-11-03 14:05:00,35
13722,3,1401,2375.41,2011-03-02 11:43:00,2011-07-31 12:44:00,131
13723,1,43,199.85000000000002,2011-05-06 17:04:00,2011-05-06 17:04:00,216
13725,8,806,1980.56,2011-02-04 12:18:00,2011-10-21 10:03:00,49
13726,2,1054,1079.6599999999999,2011-08-31 11:06:00,2011-11-01 10:49:00,38
13727,2,162,333.48,2011-11-06 12:16:00,2011-11-11 09:46:00,28
13728,6,458,1016.14,2011-02-02 12:09:00,2011-11-03 10:49:00,36
13730,2,488,752.6,2011-07-01 12:47:00,2011-07-27 08:35:00,135
13731,2,278,610.59,2011-04-07 10:10:00,2011-05-04 14:33:00,218
13732,1,498,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,27
13735,4,1130,2885.2400000000002,2011-04-19 13:49:00,2011-11-15 11:14:00,24
13736,2,497,731.9,2011-03-24 13:04:00,2011-12-04 15:19:00,4
13737,1,125,339.59999999999997,2011-05-23 16:32:00,2011-05-23 16:32:00,199
13739,1,54,216.9,2011-11-21 13:35:00,2011-11-21 13:35:00,17
13740,1,425,350.75,2011-04-13 10:32:00,2011-04-13 10:32:00,240
13741,3,218,668.4300000000001,2011-05-06 13:43:00,2011-09-29 09:19:00,71
13742,12,1124,3131.02,2011-01-23 14:59:00,2011-11-23 11:07:00,16
13743,7,1776,1341.6,2011-03-25 14:46:00,2011-12-07 10:09:00,2
13744,2,1249,1156.36,2011-02-20 14:08:00,2011-09-05 15:19:00,94
13745,1,496,300.04,2011-06-30 16:43:00,2011-06-30 16:43:00,161
13747,1,8,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,373
13748,5,439,948.25,2010-12-01 09:00:00,2011-09-05 09:45:00,95
13750,5,516,1647.26,2011-01-07 11:49:00,2011-10-17 12:16:00,53
13751,1,152,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,287
13752,6,876,1186.28,2011-04-07 12:04:00,2011-08-07 14:16:00,123
13753,1,512,741.26,2011-02-25 12:48:00,2011-02-25 12:48:00,287
13754,2,214,282.59999999999997,2011-01-26 14:58:00,2011-07-11 11:51:00,151
13755,9,1264,2161.35,2011-10-07 15:45:00,2011-12-06 12:26:00,3
13756,14,3188,5189.52,2010-12-07 11:41:00,2011-12-07 16:44:00,1
13758,7,1844,3190.55,2010-12-01 12:08:00,2011-11-28 11:11:00,11
13759,2,287,659.4100000000001,2011-09-29 15:40:00,2011-11-06 14:47:00,32
13760,2,197,286.79,2011-03-28 12:52:00,2011-10-16 16:13:00,53
13761,2,642,1070.65,2011-06-13 08:43:00,2011-10-20 14:01:00,49
13762,1,272,306.72,2011-05-05 09:15:00,2011-05-05 09:15:00,218
13763,1,728,1714.96,2011-10-07 15:13:00,2011-10-07 15:13:00,62
13764,3,932,1521.76,2011-01-06 14:53:00,2011-09-30 12:03:00,70
13767,37,7322,17220.36,2010-12-01 10:47:00,2011-12-07 15:00:00,1
13769,10,1163,2796.51,2010-12-07 13:28:00,2011-12-07 15:08:00,1
13771,4,1477,2634.45,2011-04-06 15:47:00,2011-10-06 14:18:00,63
13772,3,546,1132.13,2011-04-14 12:31:00,2011-11-06 11:43:00,33
13774,1,192,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,81
13777,33,12897,25977.16,2010-12-01 16:01:00,2011-12-09 12:25:00,0
13778,1,70,178.7,2011-08-28 15:25:00,2011-08-28 15:25:00,102
13780,2,318,360.01,2011-06-22 11:43:00,2011-12-02 13:49:00,6
13781,1,30,127.84,2011-04-03 12:08:00,2011-04-03 12:08:00,250
13782,6,371,912.0,2011-01-16 11:08:00,2011-11-27 11:54:00,12
13784,11,2493,2462.79,2011-01-11 14:38:00,2011-11-30 09:33:00,9
13786,1,136,230.39999999999998,2010-12-07 13:53:00,2010-12-07 13:53:00,366
13787,2,337,309.04,2010-12-10 14:45:00,2011-09-25 12:06:00,75
13790,1,748,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,3
13791,2,1200,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,127
13792,2,92,195.55,2011-02-25 14:03:00,2011-10-04 14:31:00,65
13798,57,23948,37153.85,2010-12-02 17:24:00,2011-12-08 15:51:00,0
13799,2,402,688.86,2011-02-18 14:18:00,2011-08-15 12:07:00,116
13800,1,331,558.32,2011-02-03 12:27:00,2011-02-03 12:27:00,309
13801,1,168,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,66
